OriginRegion, DestinationRegion, EventName, IndustryCode, IndustryDescription, ImpactType, Output, Employment, WageAndSalaryEmployment, ProprietorEmployment, EmployeeCompensation, ProprietorIncome, TaxesOnProductionAndImports, OtherPropertyIncome, TagName
Chouteau,Rest of MT (2024),Chouteau,274,"Measuring, dispensing, and other pumping equipment manufacturing",Induced,0.0003626948985349496,7.136209839795019E-10,6.479311162023815E-10,6.568986777712032E-11,5.1345469799203145E-05,1.3174722231390362E-06,3.830442405504446E-06,2.7893153588719138E-05,""
Chouteau,Rest of MT (2024),Chouteau,281,Welding and soldering equipment manufacturing,Induced,1.0321219485855136E-05,1.7576758659294483E-11,1.7576758659294483E-11,0,3.4107043578591182E-06,0,8.072309347677298E-08,1.4174397886747906E-06,""
Chouteau,Rest of MT (2024),Chouteau,282,Packaging machinery manufacturing,Induced,5.523938790503145E-06,1.540366736185515E-11,1.4309826748374956E-11,1.0938406134801978E-12,1.0225138899574355E-06,3.894270647109943E-09,4.944295442285022E-08,2.7526410745798533E-07,""
Chouteau,Rest of MT (2024),Chouteau,286,"Scales, balances, and miscellaneous general purpose machinery manufacturing",Induced,2.286679016312193E-05,7.648841377286234E-11,7.469941599333905E-11,1.7889977795232892E-12,4.227033024924309E-06,1.4033385330211385E-07,2.2090633463821868E-07,9.250035213200316E-07,""
Chouteau,Rest of MT (2024),Chouteau,288,Computer storage device manufacturing,Induced,2.6500159190708118E-05,2.9360581411395714E-11,2.9360581411395714E-11,0,7.190214664427205E-06,0,2.7380519582275526E-07,3.727241196397014E-06,""
Chouteau,Rest of MT (2024),Chouteau,289,Computer terminals and other computer peripheral equipment manufacturing,Induced,1.5635656167927012E-05,2.661234705582063E-11,2.661234705582063E-11,0,2.079477616621698E-06,0,2.9166378154387055E-07,1.5792601910945316E-06,""
Chouteau,Rest of MT (2024),Chouteau,291,Broadcast and wireless communications equipment manufacturing,Induced,0.0006794277742094394,1.0922268501116467E-09,1.0540093993617559E-09,3.821745074989098E-11,0.00010197072721986983,-4.698705415850848E-09,9.346679079102404E-06,7.909512833678337E-05,""
Chouteau,Rest of MT (2024),Chouteau,292,Other communications equipment manufacturing,Induced,8.163896481427204E-06,2.1848368713937272E-11,0,2.1848368713937272E-11,0,8.577939825901057E-07,4.478945086927707E-08,0,""
Chouteau,Rest of MT (2024),Chouteau,294,Printed circuit assembly (electronic assembly) manufacturing,Induced,9.616903313741145E-06,1.7390330604826807E-11,1.7390330604826807E-11,0,9.583509133748768E-07,0,1.2130657936314814E-07,1.4320872012356095E-06,""
Chouteau,Rest of MT (2024),Chouteau,296,Semiconductor and related device manufacturing,Induced,0.00044816712779859464,4.4980915757798405E-10,4.3037363380119396E-10,1.943552377679017E-11,5.94395968505304E-05,-6.003447611212645E-10,7.411186078913952E-06,3.5606197055129434E-05,""
Chouteau,Rest of MT (2024),Chouteau,299,Other electronic component manufacturing,Induced,0.00024488162695320497,6.271993995387123E-10,6.175591593113418E-10,9.640240227370653E-12,6.59097292956418E-05,-5.091591020698264E-10,3.0161987724899E-06,3.405500850122902E-05,""
Chouteau,Rest of MT (2024),Chouteau,301,"Search, detection, and navigation instruments manufacturing",Induced,4.556962873927763E-06,7.716774777425819E-12,7.716774777425819E-12,0,1.042020627133445E-06,0,5.0926844670260526E-08,7.41565245488762E-07,""
Chouteau,Rest of MT (2024),Chouteau,303,Industrial process variable instruments manufacturing,Induced,2.1056809747802627E-05,6.068972689567225E-11,6.068972689567225E-11,0,3.543365207118832E-06,0,3.4477632755689495E-07,2.509392136691392E-06,""
Chouteau,Rest of MT (2024),Chouteau,304,Totalizing fluid meter and counting device manufacturing,Induced,1.448991463999631E-05,2.20293567911595E-11,2.20293567911595E-11,0,3.499570933051202E-06,0,2.1585753551593233E-07,2.2310720183032438E-06,""
Chouteau,Rest of MT (2024),Chouteau,308,"Watch, clock, and other measuring and controlling device manufacturing",Induced,0.0001399422266698415,2.7330146560901466E-10,2.7330146560901466E-10,0,1.995969260444369E-05,0,2.2926580644940595E-06,6.767740930668049E-06,""
Chouteau,Rest of MT (2024),Chouteau,318,Battery manufacturing,Induced,0.0013223077587254022,2.366962814100556E-09,5.114614595500128E-10,1.8555013545505435E-09,7.47453964518091E-05,3.765927080721686E-06,-2.7682998362217444E-06,-3.2741885271228104E-06,""
Chouteau,Rest of MT (2024),Chouteau,321,Wiring device manufacturing,Induced,0.007224410008496209,1.7207676813057424E-08,9.624892265090332E-09,7.58278454796709E-09,0.0008253374136976782,7.6180513336058305E-06,4.397836748713327E-05,-5.010973868520859E-05,""
Chouteau,Rest of MT (2024),Chouteau,323,All other miscellaneous electrical equipment and component manufacturing,Induced,2.5550909743349776E-05,6.589135371798245E-11,9.431090109919484E-12,5.646026360806296E-11,2.062120966172606E-06,8.534311982426395E-08,1.5199352558927415E-07,-5.42446821162081E-08,""
Chouteau,Rest of MT (2024),Chouteau,324,Automobile and light duty motor vehicle manufacturing,Induced,0.005008630432079171,2.346320510350045E-09,2.346320510350045E-09,0,0.0003185285385543361,0,9.095718232071633E-05,0.00021358234006905067,""
Chouteau,Rest of MT (2024),Chouteau,326,Motor vehicle body manufacturing,Induced,0.00016420827790027817,3.6384183305543224E-10,3.6384183305543224E-10,0,2.865213063329204E-05,0,1.607429176828026E-06,2.18818135399394E-06,""
Chouteau,Rest of MT (2024),Chouteau,327,Truck trailer manufacturing,Induced,1.6098102499533123E-06,3.4890596961571983E-12,2.836486615687849E-12,6.525730804693492E-13,2.7073104298307915E-07,-6.270874483952112E-09,1.4666798557265342E-08,2.3343345875771187E-08,""
Chouteau,Rest of MT (2024),Chouteau,328,Motor home manufacturing,Induced,0.8348251752637312,1.6146967460700192E-06,1.6146967460700192E-06,0,0.11389962605269313,0,0.008105764522257707,0.012101930315473661,""
Chouteau,Rest of MT (2024),Chouteau,329,Travel trailer and camper manufacturing,Induced,0.08279680372107545,1.9472828421102367E-07,1.861698976147885E-07,8.558386596235159E-09,0.013238045244354435,-3.369136146304665E-05,0.0007907345996339094,0.0018745371444297918,""
Chouteau,Rest of MT (2024),Chouteau,331,Motor vehicle electrical and electronic equipment manufacturing,Induced,0.07787363211761276,1.2948369013189887E-07,1.2468695078098798E-07,4.796739350910879E-09,0.012584701087220413,-3.525147801148927E-05,0.0009385573546380747,0.001512649567109605,""
Chouteau,Rest of MT (2024),Chouteau,335,Other motor vehicle parts manufacturing,Induced,0.010394900430165699,1.9045505929432814E-08,1.825703802918143E-08,7.884679002513833E-10,0.0011971492377585208,-4.856916927973321E-06,0.00013650966980928203,0.00018221854600089708,""
Chouteau,Rest of MT (2024),Chouteau,337,Aircraft manufacturing,Induced,2.4523885773984843E-05,5.7101397554679563E-11,5.7101397554679563E-11,0,4.471357140701442E-06,0,4.3156650343523217E-07,1.1560113433066517E-06,""
Chouteau,Rest of MT (2024),Chouteau,339,Other aircraft parts and auxiliary equipment manufacturing,Induced,1.5101215659678676E-06,4.1814870129284E-12,0,4.1814870129284E-12,0,6.346933441743638E-07,1.636867938642109E-08,0,""
Chouteau,Rest of MT (2024),Chouteau,342,Railroad rolling stock manufacturing,Induced,3.152786682140299E-06,6.328794751814305E-12,6.328794751814305E-12,0,8.094609917905966E-07,0,4.393945260972037E-08,1.209740133035972E-08,""
Chouteau,Rest of MT (2024),Chouteau,344,Boat building,Induced,0.03206226504758759,9.447983584697741E-08,9.447983584697741E-08,0,0.0034889708823275423,0,0.0005896430998952458,0.00019605292139620383,""
Chouteau,Rest of MT (2024),Chouteau,345,"Motorcycle, bicycle, and parts manufacturing",Induced,2.433719817373135E-05,6.191365346591915E-11,6.191365346591915E-11,0,5.6520519763855075E-06,0,3.430644293061465E-07,2.317811820099786E-06,""
Chouteau,Rest of MT (2024),Chouteau,347,All other transportation equipment manufacturing,Induced,0.0016127947107796071,2.4746748431434312E-09,2.4746748431434312E-09,0,0.00021323266480394575,0,2.7747024750199046E-05,7.09868694560547E-05,""
Chouteau,Rest of MT (2024),Chouteau,348,Wood kitchen cabinet and countertop manufacturing,Induced,0.015138564975150327,7.383098281394356E-08,4.841539127818519E-08,2.541559153575837E-08,0.003913956639722961,0.0006388810652705598,9.316232788402237E-05,0.0005491214400101139,""
Chouteau,Rest of MT (2024),Chouteau,350,Nonupholstered wood household furniture manufacturing,Induced,0.005444103076222097,2.5704296664422555E-08,2.1358551062237005E-08,4.3457456021855514E-09,0.001419781886596991,4.039342595669698E-05,3.04684625635793E-05,0.00017853907404385822,""
Chouteau,Rest of MT (2024),Chouteau,352,Institutional furniture manufacturing,Induced,0.00014505348108819174,5.880674751345666E-10,4.0054710296710123E-10,1.8752037216746532E-10,3.60383515638212E-05,1.5030526349057217E-06,1.044384082794655E-06,4.478547634170442E-06,""
Chouteau,Rest of MT (2024),Chouteau,353,Wood office furniture manufacturing,Induced,9.307581113402904E-06,3.469077224659993E-11,3.469077224659993E-11,0,2.1229115476280157E-06,0,1.2076655193443227E-07,4.286207302583091E-07,""
Chouteau,Rest of MT (2024),Chouteau,354,Custom architectural woodwork and millwork,Induced,0.000782943865386699,3.5474421472984874E-09,2.8416580716177347E-09,7.057840756807532E-10,0.00021228664847629117,4.6314832165126966E-05,3.2459947027766114E-06,-0.00011676132916569109,""
Chouteau,Rest of MT (2024),Chouteau,356,"Showcase, partition, shelving, and locker manufacturing",Induced,0.0010686838123532153,3.519703088972817E-09,2.561410491076753E-09,9.582925978960638E-10,0.00019749933496425155,3.549693068327145E-05,7.673659247279312E-06,4.8502230099798194E-05,""
Chouteau,Rest of MT (2024),Chouteau,357,Mattress manufacturing,Induced,0.0014545247499653479,3.655823703827341E-09,2.986353095191862E-09,6.694706086354788E-10,0.00019034671499869912,8.084847503527912E-06,1.1039539733929908E-05,7.060740360824154E-05,""
Chouteau,Rest of MT (2024),Chouteau,359,Surgical and medical instrument manufacturing,Induced,0.0033100895313881084,1.1455089291351844E-08,6.60440367675141E-09,4.850685614600435E-09,0.0007971903988816613,8.119808637658655E-05,3.189078766296293E-05,0.0003529617941953547,""
Chouteau,Rest of MT (2024),Chouteau,360,Surgical appliance and supplies manufacturing,Induced,0.00040103034152528947,1.3342708350913235E-09,1.172856250004912E-09,1.614145850864116E-10,6.465905861046252E-05,1.5340385861308976E-06,4.669509586192635E-06,3.5203849174972196E-05,""
Chouteau,Rest of MT (2024),Chouteau,361,Dental equipment and supplies manufacturing,Induced,0.00014351169725024444,4.8405747218743E-10,2.842919968645205E-10,1.9976547532290955E-10,3.2433167256182414E-05,2.040598634340006E-06,1.403035015265297E-06,1.3182494783221258E-05,""
Chouteau,Rest of MT (2024),Chouteau,363,Dental laboratories,Induced,0.0005741178390721186,4.905461305141021E-09,3.808073894805549E-09,1.097387410335471E-09,0.00022163775524202103,2.536546008322374E-05,5.626705874156966E-06,4.299893469252294E-06,""
Chouteau,Rest of MT (2024),Chouteau,364,Jewelry and silverware manufacturing,Induced,0.08136564048456348,2.864452561833691E-07,2.4679258334558304E-07,3.965267283778609E-08,0.015233164772992403,0.0007905026444764955,0.0008890092192463243,0.008674606899480375,""
Chouteau,Rest of MT (2024),Chouteau,365,Sporting and athletic goods manufacturing,Induced,0.008843737902762832,3.259941384066857E-08,8.16336064394178E-09,2.4436053196726795E-08,0.0007525705351659486,0.0005295575547626602,0.0001822089398573747,0.000323487155950762,""
Chouteau,Rest of MT (2024),Chouteau,366,"Doll, toy, and game manufacturing",Induced,0.006009120698573201,1.4906119993870304E-08,9.553200776651564E-09,5.35291921721874E-09,0.0007659162445069922,4.708800932611384E-06,4.5428472040932336E-05,0.0010291497613131783,""
Chouteau,Rest of MT (2024),Chouteau,368,Sign manufacturing,Induced,0.09248385252497766,5.476480741603526E-07,3.8921987107655314E-07,1.5842820308379958E-07,0.030060842726451414,0.0016193153077856998,0.0008619131779743227,0.00011446021759616801,""
Chouteau,Rest of MT (2024),Chouteau,369,"Gasket, packing, and sealing device manufacturing",Induced,0.005796872092863394,2.6554751890140957E-08,1.9774799559034776E-08,6.779952331106181E-09,0.0013972996819358403,0.0002236650358154024,5.567951117243345E-05,0.00029144900073120415,""
Chouteau,Rest of MT (2024),Chouteau,370,Musical instrument manufacturing,Induced,0.0013036391919974536,7.441538607735489E-09,3.096352414224832E-09,4.345186193510658E-09,0.00020444222081726196,0.00022848946381612208,8.015047519967618E-06,-9.036405371381715E-06,""
Chouteau,Rest of MT (2024),Chouteau,374,All other miscellaneous manufacturing,Induced,0.0536045271401085,1.6571973905563864E-07,1.088643155264191E-07,5.685542352921953E-08,0.008828694869359666,0.0008598197871879634,0.000474457455054683,0.0033076057544641387,""
Chouteau,Rest of MT (2024),Chouteau,375,Wholesale - Motor vehicle and motor vehicle parts and supplies,Induced,3.5135851731596865,7.318272943504492E-06,5.394889930304973E-06,1.9233830131995184E-06,0.4487200011450149,0.09249777592208842,0.09668413708270333,0.6880154549773723,""
Chouteau,Rest of MT (2024),Chouteau,376,Wholesale - Professional and commercial equipment and supplies,Induced,3.898193944251056,1.3610269913448217E-05,9.71007354823999E-06,3.9001963652082284E-06,1.44940978787979,0.2911056795702381,0.08802704865429481,0.2321059870582381,""
Chouteau,Rest of MT (2024),Chouteau,377,Wholesale - Household appliances and electrical and electronic goods,Induced,2.7368118395866015,3.843742886332519E-06,2.833693490353895E-06,1.0100493959786254E-06,0.31643348724393067,0.06104074329745628,0.061470228723537,0.5652303017259175,""
Chouteau,Rest of MT (2024),Chouteau,378,"Wholesale - Machinery, equipment, and supplies",Induced,3.1643778647464305,1.0115948535562556E-05,8.375992662753671E-06,1.7399558728088852E-06,0.8893617075815891,0.1079170186262706,0.09681199822180496,0.5249813526542304,""
Chouteau,Rest of MT (2024),Chouteau,379,Wholesale - Other durable goods merchant wholesalers,Induced,6.986504292524493,2.179671225172489E-05,1.7211238241703592E-05,4.585474010021299E-06,1.6845422274915884,0.3081865725091676,0.24610959012667444,0.9968768671244161,""
Chouteau,Rest of MT (2024),Chouteau,380,Wholesale - Drugs and druggists’ sundries,Induced,4.918507945737683,4.453592622670821E-06,2.822174321950004E-06,1.6314183007208175E-06,0.7968718047025164,0.09027401696991298,0.04608740697967799,1.4154374046763065,""
Chouteau,Rest of MT (2024),Chouteau,381,Wholesale - Grocery and related product wholesalers,Induced,10.79760394127669,4.259188325913491E-05,3.561676151922694E-05,6.97512173990797E-06,2.5105303096747837,0.4671097923972501,0.11967962965901387,1.5561955431139882,""
Chouteau,Rest of MT (2024),Chouteau,382,Wholesale - Petroleum and petroleum products,Induced,14.678370427103818,1.398481364106801E-05,1.1780138833757534E-05,2.2046748073104757E-06,1.0401899247406436,0.11765487932131219,8.75172279482857,2.1917796484991494,""
Chouteau,Rest of MT (2024),Chouteau,383,Wholesale - Other nondurable goods merchant wholesalers,Induced,28.11033743789077,7.696452661920163E-05,6.680007191696984E-05,1.0164454702231797E-05,5.455443208639207,0.6273070595197717,1.7054885276817036,5.311213346969833,""
Chouteau,Rest of MT (2024),Chouteau,384,Wholesale - Wholesale electronic markets and agents and brokers,Induced,0.4623082340584382,6.1738893100736655E-06,4.808035954979208E-06,1.3658533550944569E-06,0.5599562433950651,0.0970061286103819,0.0018627125417736052,-0.4397145594489455,""
Chouteau,Rest of MT (2024),Chouteau,385,Retail - Motor vehicle and parts dealers,Induced,46.24253284387346,0.000274765568714527,0.00023263947680458578,4.212609190994121E-05,17.608749502051626,1.038567622098211,1.0566378674708459,11.906129897929993,""
Chouteau,Rest of MT (2024),Chouteau,386,Retail - Furniture and home furnishings stores,Induced,7.763959481439335,8.448554405331745E-05,4.7184774841208855E-05,3.730076921210861E-05,2.7492825421783444,0.23028866915930188,0.23170323469848533,3.8166390748982564,""
Chouteau,Rest of MT (2024),Chouteau,387,Retail - Electronics and appliance stores,Induced,2.09990594307883,5.87358400580954E-05,2.754113383769669E-05,3.1194706220398716E-05,1.7515570451171414,0.19261742519567687,0.08446991907224331,-0.14075209136636085,""
Chouteau,Rest of MT (2024),Chouteau,388,Retail - Building material and garden equipment and supplies stores,Induced,13.979475550025366,0.00011440571787423105,9.733319394637399E-05,1.7072523927857047E-05,5.879177242335068,0.17359898176493843,0.35492047371769614,5.866863176933239,""
Chouteau,Rest of MT (2024),Chouteau,389,Retail - Food and beverage stores,Induced,43.32088634634624,0.00045162547247387246,0.0004053830749915642,4.6242397482308334E-05,17.937082990806626,1.5906573841998086,0.6440627468973738,10.515318853394911,""
Chouteau,Rest of MT (2024),Chouteau,390,Retail - Health and personal care stores,Induced,13.77593983141333,0.0001473427208989324,7.974966968853638E-05,6.759305121039596E-05,5.02855177187111,0.6964457586543006,0.21424432049111578,4.0066575142099925,""
Chouteau,Rest of MT (2024),Chouteau,391,Retail - Gasoline stores,Induced,16.56807103239985,0.00014919977389149828,0.00013505583742944133,1.4143936462056981E-05,5.536363891317247,1.4847686203940513,0.33665422159127883,2.9893210271040354,""
Chouteau,Rest of MT (2024),Chouteau,392,Retail - Clothing and clothing accessories stores,Induced,11.539025809135362,0.00012347454046038913,6.774140648338775E-05,5.573313397700137E-05,2.3677244050471375,0.4204651490578745,0.2706172395117026,1.9319781599399073,""
Chouteau,Rest of MT (2024),Chouteau,393,"Retail - Sporting goods, hobby, musical instrument and book stores",Induced,6.30713054939607,0.00012827206359660698,6.309745397647722E-05,6.517460962012975E-05,2.4689056635974884,0.32733802054465005,0.1437023481261743,1.7240099837560348,""
Chouteau,Rest of MT (2024),Chouteau,394,Retail - General merchandise stores,Induced,26.452019171064403,0.00032116616206653495,0.000286375416407348,3.47907456591871E-05,13.961370758787098,0.3648688121965476,-0.8541321580691105,3.8700741798308833,""
Chouteau,Rest of MT (2024),Chouteau,395,Retail - Miscellaneous store retailers,Induced,15.926821262537782,0.0002723597215362897,0.00011929960430961693,0.00015306011722667281,4.7410381373067745,3.1372380662374058,0.24662925182037776,0.06320607127019151,""
Chouteau,Rest of MT (2024),Chouteau,396,Air transportation,Induced,14.639922348649385,1.5045874239431313E-05,9.63667826919691E-06,5.409195970234407E-06,1.5006777042776862,6.229334897223518,0.7624857434966253,2.1140196711497223,""
Chouteau,Rest of MT (2024),Chouteau,397,Rail transportation,Induced,1.7548869461799623,2.911650319144658E-06,2.9109240198192976E-06,7.262993253600493E-10,0.3982131492574868,-0.009006488723140606,0.01679955020262369,0.7585930379123865,""
Chouteau,Rest of MT (2024),Chouteau,398,Water transportation,Induced,0.313582713152855,5.209343738924256E-07,0,5.209343738924256E-07,0,-0.061164028536402786,0.0009520781783230001,0,""
Chouteau,Rest of MT (2024),Chouteau,399,Truck transportation,Induced,15.70429060004887,6.081088106723658E-05,4.01634535365578E-05,2.0647427530678764E-05,3.5009440060956587,3.356302460967224,0.28420825762471413,1.6747972941337441,""
Chouteau,Rest of MT (2024),Chouteau,400,Transit and ground passenger transportation,Induced,4.158418729506885,4.5654265445106366E-05,2.453149327218134E-05,2.112277217292503E-05,0.8773489571784809,0.6530610961774702,0.07946187756447089,0.46803253109965337,""
Chouteau,Rest of MT (2024),Chouteau,401,Pipeline transportation,Induced,1.4939348045673446,1.8075782614684762E-06,1.7923899911611004E-06,1.5188270307375822E-08,0.36085120611500787,0.016840508542874257,0.2331053150792053,0.025528208730753982,""
Chouteau,Rest of MT (2024),Chouteau,402,Scenic and sightseeing transportation and support activities for transportation,Induced,3.3526516358952705,3.1582585456701155E-05,2.484094961971683E-05,6.741635836984317E-06,1.8859563432019038,1.1046155073748478,0.058882367298305476,-0.43925726260825637,""
Chouteau,Rest of MT (2024),Chouteau,403,Couriers and messengers,Induced,4.333798702085849,0.00010931087301967831,2.9402991567236804E-05,7.990788145244145E-05,2.0773047030589873,0.1472208572121749,0.09502876292136735,1.568335983405431,""
Chouteau,Rest of MT (2024),Chouteau,404,Warehousing and storage,Induced,1.1661420220215801,1.3768489770196493E-05,6.913863823140185E-06,6.854625947056308E-06,0.539963827975729,0.09677800934160878,0.016840818368965355,0.06975117947065707,""
Chouteau,Rest of MT (2024),Chouteau,405,Newspaper publishers,Induced,2.521972794218604,1.1806078547102892E-05,9.106511301731017E-06,2.699567245371875E-06,0.5814833281342889,0.056606195412093135,0.024566000155068844,1.0697107435131727,""
Chouteau,Rest of MT (2024),Chouteau,406,Periodical publishers,Induced,0.5768706745756349,1.7951946514026483E-06,1.0407334438955128E-06,7.544612075071357E-07,0.11196372903829581,0.008710533939680883,0.004581019162093795,0.20502371271897707,""
Chouteau,Rest of MT (2024),Chouteau,407,Book publishers,Induced,0.45165174718618156,7.789666332832472E-07,4.0280580021320074E-07,3.7616083307004656E-07,0.042932705329493136,0.0044329268759333625,0.0035885315156012646,0.14051352888806315,""
Chouteau,Rest of MT (2024),Chouteau,408,"Directory, mailing list, and other publishers",Induced,0.009224363142494484,3.180211005786454E-08,3.180211005786454E-08,0,0.0019250244591495344,0,0.0001202583434889205,0.0029410221195882756,""
Chouteau,Rest of MT (2024),Chouteau,410,Software publishers,Induced,7.199712279049788,2.434817286013008E-05,5.845951466499746E-06,1.8502221393630327E-05,0.9467320956990413,0.17246190485220309,0.12030978485860563,1.3525618442817924,""
Chouteau,Rest of MT (2024),Chouteau,411,Motion picture and video industries,Induced,6.1137704521366825,2.4340198680443382E-05,1.6217047795941756E-05,8.123150884501628E-06,0.9863397043516734,0.044135484448644395,0.17554085780469247,1.0083983659363343,""
Chouteau,Rest of MT (2024),Chouteau,412,Sound recording industries,Induced,0.7628348702019198,1.1607776584385886E-06,5.883191943631533E-07,5.724584640754354E-07,0.04268473156524178,0.0030502554414075815,0.043045512547529724,0.19056881500234127,""
Chouteau,Rest of MT (2024),Chouteau,413,Radio and television broadcasting,Induced,4.864562002538332,1.4389998151420789E-05,1.0013516851071453E-05,4.376481300349339E-06,0.6195939819972909,0.670492904673843,0.07565161877282783,-0.17353339451861788,""
Chouteau,Rest of MT (2024),Chouteau,414,Cable and other subscription programming,Induced,1.3929855769298016,1.475040362175293E-06,6.782189085602815E-07,7.968214536150117E-07,0.048381306511568536,0.06843045652141365,0.0185666058311897,0.1193676632144668,""
Chouteau,Rest of MT (2024),Chouteau,415,Wired telecommunications carriers,Induced,16.422635331282688,3.4083539039550435E-05,2.405852455165315E-05,1.0025014487897288E-05,2.681462129886444,0.5257401498909485,0.3430503175936804,4.6941834471414765,""
Chouteau,Rest of MT (2024),Chouteau,416,Wireless telecommunications carriers (except satellite),Induced,7.766408246202022,3.145410720082005E-06,2.1766058348354212E-06,9.688048852465844E-07,0.21509630071046856,0.04577673139486042,0.16373409692373667,3.4595458311581564,""
Chouteau,Rest of MT (2024),Chouteau,417,"Satellite, telecommunications resellers, and all other telecommunications",Induced,0.9164038896839777,2.2391532191382035E-06,1.1323444577980784E-06,1.1068087613401247E-06,0.2134284171232519,0.08101579649044828,0.04278617674493001,0.12693604775281495,""
Chouteau,Rest of MT (2024),Chouteau,418,"Data processing, hosting, and related services",Induced,10.376232691053099,4.0524598737974693E-05,1.4996661646216577E-05,2.552793709175813E-05,2.0959025354726584,0.6119778138507402,0.053120625308176836,0.676118922861729,""
Chouteau,Rest of MT (2024),Chouteau,419,"News syndicates, libraries, archives and all other information services",Induced,0.13193967082424912,2.0650249302663158E-06,1.7967795011674459E-06,2.682454290988697E-07,0.1268803165788744,0.02437779122587083,0.0009203253701741485,-0.031126207950535854,""
Chouteau,Rest of MT (2024),Chouteau,420,Internet publishing and broadcasting and web search portals,Induced,4.429191243825171,4.581724054509482E-06,3.4662664791054164E-06,1.1154575754040636E-06,0.21247495684715365,0.13769042105362392,0.022783821572415944,0.5459056078439263,""
Chouteau,Rest of MT (2024),Chouteau,421,Nondepository credit intermediation and related activities,Induced,10.73443159208074,3.1175079111928595E-05,2.707987133798582E-05,4.095207773942775E-06,3.256297664069986,0.06557094421213903,0.3024882611838951,1.3943035364252279,""
Chouteau,Rest of MT (2024),Chouteau,422,Securities and commodity contracts intermediation and brokerage,Induced,14.017034819193736,0.00015810313401869316,1.3341806105063764E-05,0.00014476132791362941,3.2682977852373045,0.1561707022588157,0.0503683831326774,-0.13357972354636707,""
Chouteau,Rest of MT (2024),Chouteau,423,Monetary authorities and depository credit intermediation,Induced,68.00931113629862,0.00017725139000032502,0.0001630994362314782,1.4151953768846759E-05,15.81360241537669,0.1327991418131247,1.886653001174512,24.902044645382425,""
Chouteau,Rest of MT (2024),Chouteau,424,Other financial investment activities,Induced,20.37627968897525,0.00013256321994801245,1.6416567247878027E-05,0.00011614665270013439,4.278548273115783,0.1279342852870525,0.10897203226086655,0.07004138716089532,""
Chouteau,Rest of MT (2024),Chouteau,425,Direct life insurance carriers,Induced,0.17159822812710915,5.205344705832481E-07,3.577319232973655E-07,1.628025472858826E-07,0.031268084682140755,0.0008642669746751662,0.03872748203099668,0.012094609612889086,""
Chouteau,Rest of MT (2024),Chouteau,426,"Insurance carriers, except direct life",Induced,12.322226416329409,2.5253464385227833E-05,1.5799732600052005E-05,9.453731785175824E-06,1.619049042027351,0.06999496885411935,2.2421645241669825,1.3449795332485102,""
Chouteau,Rest of MT (2024),Chouteau,427,"Insurance agencies, brokerages, and related activities",Induced,16.817732358418663,6.93269347964551E-05,4.919403781029312E-05,2.0132896986162006E-05,4.223369676822524,0.11350234539993034,0.48905399805575916,1.8589041449072774,""
Chouteau,Rest of MT (2024),Chouteau,428,"Funds, trusts, and other financial vehicles",Induced,28.97434188282287,0.00013801122805195398,3.815981968647824E-05,9.98514083654758E-05,3.2774560843385183,-0.005903755822774165,0.04747750358199972,0.6328447010032224,""
Chouteau,Rest of MT (2024),Chouteau,429,Other real estate,Induced,81.06015229825734,0.00039865827907635244,3.3278509942311334E-05,0.00036537976913404095,2.0510583458601532,12.36758236121759,0.7932236953581521,10.67292603083303,""
Chouteau,Rest of MT (2024),Chouteau,430,Tenant-occupied housing,Induced,42.53137454135916,0.00017796857500685891,1.5945480018775587E-05,0.0001620230949880833,0.7503360085988949,6.925721440602403,4.429219317531661,26.438863199242352,""
Chouteau,Rest of MT (2024),Chouteau,431,Owner-occupied housing,Induced,356.4341640564247,0,0,0,0,0,37.1750305339879,268.3292499534557,""
Chouteau,Rest of MT (2024),Chouteau,432,Automotive equipment rental and leasing,Induced,6.607116087171591,2.3073404639258587E-05,1.079997214220301E-05,1.2273432497055575E-05,0.5102475496419893,0.827753495656208,0.2866556747610439,0.46040840191342713,""
Chouteau,Rest of MT (2024),Chouteau,433,General and consumer goods rental except video tapes and discs,Induced,2.792135420485682,1.7936831096470218E-05,1.0926459589786682E-05,7.010371506683534E-06,0.6118748055616885,0.5519328935499119,0.11377324969034408,0.04077322750114419,""
Chouteau,Rest of MT (2024),Chouteau,434,Video tape and disc rental,Induced,0.05047862753013603,1.7997424656809667E-07,7.8014767099251E-08,1.0195947946884568E-07,0.01633367726860258,0.010489670305588497,0.0021621143189172586,0.005107068867255244,""
Chouteau,Rest of MT (2024),Chouteau,435,Commercial and industrial machinery and equipment rental and leasing,Induced,2.547537458871302,6.12588488306987E-06,3.089710256638923E-06,3.036174626430947E-06,0.30212455541934363,0.2674997363633547,0.0906480879784902,0.34223285213406496,""
Chouteau,Rest of MT (2024),Chouteau,436,Lessors of nonfinancial intangible assets,Induced,5.757826627708605,1.0046205529706486E-06,2.551262973997344E-07,7.494942555709142E-07,0.026800846316952228,0.014526744273664221,0.0961694227025444,1.7580908083795894,""
Chouteau,Rest of MT (2024),Chouteau,437,Legal services,Induced,17.089480453598547,9.525653159340032E-05,4.079921907557404E-05,5.445731251782625E-05,5.823183156229149,1.4291246753138571,0.052488452989548046,4.4563713538417735,""
Chouteau,Rest of MT (2024),Chouteau,438,"Accounting, tax preparation, bookkeeping, and payroll services",Induced,10.534208113891125,0.00010133104419409738,5.817851500930532E-05,4.315252918479209E-05,4.380663376124535,1.101744461630936,0.06971028838883386,0.9593389258409529,""
